PC1,PC2,Cluster
5.230680275911538,-0.3520971618525445,2
5.021367072446029,-0.8636127192213131,2
3.4942152349080695,-1.2858091094632975,2
2.603338970001354,-1.4799181472868606,1
3.619303062489416,-1.4183715901820373,2
4.599942455629117,-1.467485213715067,2
4.335256872355227,-1.1980314453674215,2
4.800519523260534,-1.217331950899124,2
5.673804465832831,-1.1201694747734992,2
6.019313017235783,-1.1412372906116732,2
5.6352442972308845,1.1055052315359148,2
5.570423452285662,1.0047959004704572,2
4.250789073685078,1.5175418885429903,2
4.452120666086039,1.6248700579040145,2
4.916211825090834,1.6341166269777354,2
5.159980646330309,1.494387052374081,2
4.632306183801856,1.3893875858447304,2
4.233787175270524,1.0409436316686802,2
4.266801151921959,0.7862927923087445,2
4.587997839449687,0.5129444321246107,2
4.57062991708069,0.3241010551787225,2
4.643290367508902,0.1634322515590597,2
5.111348332560389,-0.029276803703354275,2
5.973078908702197,-0.26288289461199804,2
5.8264522468360465,-0.7837112485008623,2
6.569948565525862,-1.1276196386821562,2
6.664875377094909,-1.2848698083556114,2
6.55888034880047,-1.4462861865865915,2
5.43135279793349,-1.670546331153713,2
4.647184792108972,-1.844940578428876,2
3.851861725380393,-1.9125183765346838,2
3.329560406623488,-1.8500220029033456,1
3.0528453763294126,-1.735595127759538,1
2.5807295123627454,-1.6060317631973162,1
2.6650010512405786,0.911900624402586,1
3.0545533255652297,1.082904999785003,1
3.962535728435882,1.2937239486299776,2
4.452216866899188,1.5187757105052848,2
4.308309401015236,1.616158269359021,2
3.783882511020053,1.6323007391321982,2
3.6993647452004774,1.5956816361255963,2
4.521494097218392,1.4737627858982902,2
5.296318563270015,1.351561600316847,2
5.660996163055174,1.104230937046663,2
5.342258478563561,0.7853071669424729,2
5.72073322247047,0.36618429549597553,2
6.132477362258105,-0.06659259057846842,2
6.86054315565198,-0.4520999547728957,2
6.858636853538509,-0.7019447732605258,2
6.759905852293065,-0.9441101219689549,2
6.25277695000909,-1.2579901570128362,2
5.573488673602865,-1.6193925403226879,2
5.209351894146015,-1.9652576412572786,2
4.901947119419842,-2.0656584379591223,2
4.542784282670298,-2.0139117575184113,2
4.178579978023705,-1.7970271338522794,2
4.78021026656922,-1.6816927622766455,2
5.278443152254364,-1.4164435586864745,2
6.12487233583777,1.3643159436264645,2
6.695935218549954,1.6055174019863283,2
7.374457645873935,1.7565572041031232,2
7.711846512715947,1.915380014115172,2
7.498956536840398,1.9356251518221048,2
7.63039791808338,1.912048772740354,2
7.742910771064553,1.8574312208528818,2
8.24663889447168,1.7352360711540495,2
8.529988859428949,1.4935368672113543,2
8.976951868072382,1.1821115830441724,2
9.271500917465506,0.8890156528971838,2
9.401447758121977,0.45381053657291515,2
9.224647997236389,-0.01879524816255483,2
9.035524204521678,-0.4492923843832895,2
9.355912610693075,-0.7439099566320031,2
9.69740261208918,-0.8753796929745701,2
10.391661851805976,-1.0677042204799048,2
9.352216949859073,-1.3395962618927635,2
7.913162665760098,-1.778764586252974,2
6.130679416971111,-2.1119867865052093,2
5.574406824345626,-2.2324491451254143,2
5.965323170735175,-1.966965450248546,2
6.215914424087364,-1.5659071457044553,2
6.533554965558228,-1.1035592688215783,2
7.018199612513637,1.4828714562193197,2
7.952634463011456,1.526230453259281,2
8.823255859983643,1.5077896723602913,2
8.741500449295652,1.4930179341273118,2
7.50642282009208,1.7258460526653143,2
6.4183131809594975,1.7766362891973118,2
5.644565621436019,1.7392668593138252,2
5.277693085790849,1.4824931772521397,2
5.164250594486972,1.1208173713327942,2
4.895585064287951,0.840888805670151,2
5.026267185927071,0.5840918301021095,2
5.398269110311824,0.24835926878108214,2
5.632579342105446,-0.09098443019934722,2
5.8515133981159515,-0.3807517972987819,2
6.1067184237217855,-0.6128731454697207,2
6.481333379118323,-0.7156299457501895,2
6.587022369364014,-0.9953521844852559,2
6.043745082160644,-1.1889482021543452,2
5.34490593392713,-1.3760686969730707,2
5.511774256949985,-1.4302196035822818,2
6.47671843172392,-1.3993505488698472,2
7.752792674431668,-1.1976865677789756,2
8.774412844790634,-1.0094601084729313,2
9.78289143948461,-0.6314382815066963,2
10.765651434728108,1.9149641603107947,2
11.634861609331375,1.9632750150396596,2
11.72678316875434,1.8514070703681191,2
10.92342051753095,1.7462620665163155,2
9.676847890491262,1.6255491220167029,2
8.743322160224112,1.6032958401726685,2
8.951428824323648,1.4624255093092795,2
9.642501378522248,1.3927001440524154,2
10.056458125697853,1.10513405166067,2
9.770797009737429,0.8138275868468026,2
9.735504448223885,0.3227626782487189,2
10.017477256332278,-0.06385938045051626,2
10.550690669621787,-0.43023427426724037,2
10.944195194444996,-0.4859630145725428,2
11.27434142423409,-0.619073614987947,2
10.907061029657898,-0.7797459795689432,2
10.522271984285625,-1.2453476744282577,2
9.716154507912853,-1.6857996398186328,2
9.40532642964601,-1.9820824367510435,2
8.411627503366134,-1.9603218865750196,2
7.7431948526868455,-1.8749702736043405,2
7.054955041324383,-1.7154125160387514,2
7.181951118502202,-1.5893973265347445,2
7.078703808682465,-1.4508300282359685,2
6.760819542679818,0.990977048726571,2
5.834439552392672,1.0472889367264044,2
5.06815993108789,1.2075545206555798,2
4.749621688532665,1.3431545655116792,2
